,description,type,id,ontology_type,orthodb_id,name,count,obsolete_term,ancestor_terms
7117,,GeneOntology,GO:0005840,unclassified GO terms,578354at33208,GO:0005840,165.0,False,"GO:0043229,GO:0043232,GO:0110165,GO:0043226,GO:0005840,GO:0005575,GO:0005622,GO:0043228"
7118,Ribosomal L18e/L15P superfamily,interpro,IPR036227,interpro_domains,578354at33208,IPR036227,241.0,,
7119,Ribosomal protein L18e/L15P,interpro,IPR021131,interpro_domains,578354at33208,IPR021131,241.0,,
7120,"Ribosomal protein L15, conserved site",interpro,IPR001196,interpro_domains,578354at33208,IPR001196,219.0,,
7121,Ribosomal protein L15,interpro,IPR030878,interpro_domains,578354at33208,IPR030878,214.0,,
7122,large ribosomal subunit,GeneOntology,GO:0015934,cellular_component,578354at33208,GO:0015934,153.0,False,"GO:0044391,GO:0043229,GO:0043232,GO:0032991,GO:0015934,GO:0110165,GO:1990904,GO:0005840,GO:0043226,GO:0005575,GO:0005622,GO:0043228"
7123,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,578354at33208,,,,
7124,"L: Replication, recombination and repair",text,L,functional_category,578354at33208,,,,
7125,integral component of membrane,GeneOntology,GO:0016021,cellular_component,578582at33208,GO:0016021,167.0,False,"GO:0016020,GO:0110165,GO:0005575"
7126,membrane,GeneOntology,GO:0016020,cellular_component,578582at33208,GO:0016020,157.0,False,"GO:0016020,GO:0110165,GO:0005575"
7127,Retrieval of early ER protein Rer1,interpro,IPR004932,interpro_domains,578582at33208,IPR004932,204.0,,
7128,K: Transcription,text,K,functional_category,578684at33208,,,,
7129,nucleolus,GeneOntology,GO:0005730,cellular_component,578684at33208,GO:0005730,68.0,False,"GO:0043229,GO:0043233,GO:0043232,GO:0110165,GO:0005730,GO:0043226,GO:0005575,GO:0043228,GO:0005622,GO:0043227,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
7130,nucleus,GeneOntology,GO:0005634,cellular_component,578684at33208,GO:0005634,58.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
7131,mitochondrion,GeneOntology,GO:0005739,cellular_component,578684at33208,GO:0005739,55.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0005739,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
7132,Sas10/Utp3/C1D,interpro,IPR007146,interpro_domains,578684at33208,IPR007146,131.0,,
7133,"L: Replication, recombination and repair",text,L,functional_category,578726at33208,,,,
7134,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,578726at33208,,,,
7135,T: Signal transduction mechanisms,text,T,functional_category,578726at33208,,,,
7136,K: Transcription,text,K,functional_category,578726at33208,,,,
7137,Snurportin-1,interpro,IPR017336,interpro_domains,578726at33208,IPR017336,127.0,,
7138,"Snurportin-1, N-terminal",interpro,IPR024721,interpro_domains,578726at33208,IPR024721,93.0,,
7139,snRNA import into nucleus,GeneOntology,GO:0061015,biological_process,578726at33208,GO:0061015,126.0,False,"GO:0061015,GO:0051030,GO:0051170,GO:0005575,GO:0006403,GO:0051169,GO:0006913,GO:0051641,GO:0050658,GO:0033036,GO:0051649,GO:0050657,GO:0008150,GO:0071705,GO:0046907,GO:0110165,GO:0006810,GO:0009987,GO:0005622,GO:0051236,GO:0006404,GO:0051179,GO:0051234,GO:0015931,GO:0071702"
7140,cytoplasm,GeneOntology,GO:0005737,cellular_component,578726at33208,GO:0005737,127.0,False,"GO:0005737,GO:0110165,GO:0005575,GO:0005622"
7141,nucleus,GeneOntology,GO:0005634,cellular_component,578726at33208,GO:0005634,127.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
7142,K: Transcription,text,K,functional_category,578734at33208,,,,
7143,T: Signal transduction mechanisms,text,T,functional_category,578734at33208,,,,
7144,,GeneOntology,GO:0005515,unclassified GO terms,578734at33208,GO:0005515,44.0,False,"GO:0005515,GO:0005488,GO:0003674"
7145,Leucine-rich repeat domain superfamily,interpro,IPR032675,interpro_domains,578734at33208,IPR032675,191.0,,
7146,Leucine-rich repeat,interpro,IPR001611,interpro_domains,578734at33208,IPR001611,189.0,,
7147,"Leucine-rich repeat, typical subtype",interpro,IPR003591,interpro_domains,578734at33208,IPR003591,187.0,,
7148,nucleus,GeneOntology,GO:0005634,cellular_component,578959at33208,GO:0005634,179.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
7149,,GeneOntology,GO:0016592,unclassified GO terms,578959at33208,GO:0016592,196.0,False,"GO:0005634,GO:0043229,GO:0140513,GO:0043231,GO:0016592,GO:0032991,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
7150,,GeneOntology,GO:0006357,unclassified GO terms,578959at33208,GO:0006357,188.0,False,"GO:0019219,GO:1901360,GO:1901362,GO:0006366,GO:0009059,GO:0051171,GO:0009058,GO:0044238,GO:1903506,GO:0044237,GO:0043170,GO:0046483,GO:0016070,GO:0050794,GO:0018130,GO:0010556,GO:0019222,GO:0034641,GO:0090304,GO:0065007,GO:0008150,GO:2001141,GO:0060255,GO:0006351,GO:0008152,GO:1901576,GO:0006355,GO:0044249,GO:0009889,GO:0006139,GO:0009987,GO:0006357,GO:0006725,GO:0044271,GO:0006807,GO:0051252,GO:0010468,GO:0032774,GO:0010467,GO:0034654,GO:0097659,GO:0050789,GO:0031326,GO:0071704,GO:0080090,GO:0031323,GO:0019438"
7151,,GeneOntology,GO:0003712,unclassified GO terms,578959at33208,GO:0003712,174.0,False,"GO:1901360,GO:1901362,GO:0009059,GO:0009058,GO:0044238,GO:0044237,GO:0003674,GO:0043170,GO:0046483,GO:0016070,GO:0018130,GO:0034641,GO:0140110,GO:0090304,GO:0008150,GO:0006351,GO:0008152,GO:1901576,GO:0044249,GO:0006139,GO:0009987,GO:0006725,GO:0044271,GO:0003712,GO:0006807,GO:0010467,GO:0032774,GO:0034654,GO:0097659,GO:0071704,GO:0019438"
7152,"Mediator complex, subunit Med10",interpro,IPR019145,interpro_domains,578959at33208,IPR019145,255.0,,
7153,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,579029at33208,,,,
7154,E: Amino acid transport and metabolism,text,E,functional_category,579029at33208,,,,
7155,nucleolus,GeneOntology,GO:0005730,cellular_component,579029at33208,GO:0005730,68.0,False,"GO:0043229,GO:0043233,GO:0043232,GO:0110165,GO:0005730,GO:0043226,GO:0005575,GO:0043228,GO:0005622,GO:0043227,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
7156,nucleus,GeneOntology,GO:0005634,cellular_component,579029at33208,GO:0005634,55.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
7157,intracellular membrane-bounded organelle,GeneOntology,GO:0043231,cellular_component,579029at33208,GO:0043231,48.0,False,"GO:0043229,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
7158,Ribosome biogenesis protein Nop16,interpro,IPR019002,interpro_domains,579029at33208,IPR019002,165.0,,
7159,,GeneOntology,GO:0006261,unclassified GO terms,580062at33208,GO:0006261,158.0,False,"GO:0090304,GO:0008150,GO:1901360,GO:0006260,GO:0006261,GO:0008152,GO:0006259,GO:0044238,GO:0006139,GO:0044237,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0006807,GO:0034641,GO:0071704"
7160,,GeneOntology,GO:0006260,unclassified GO terms,580062at33208,GO:0006260,146.0,False,"GO:0090304,GO:0008150,GO:1901360,GO:0006260,GO:0008152,GO:0006259,GO:0044238,GO:0006139,GO:0044237,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0006807,GO:0034641,GO:0071704"
7161,GINS complex subunit Sld5,interpro,IPR008591,interpro_domains,580062at33208,IPR008591,157.0,,
7162,"GINS, helical bundle-like domain superfamily",interpro,IPR036224,interpro_domains,580062at33208,IPR036224,157.0,,
7163,"DNA replication complex GINS protein SLD5, C-terminal",interpro,IPR031633,interpro_domains,580062at33208,IPR031633,152.0,,
7164,"GINS complex protein Sld5, alpha-helical domain",interpro,IPR038749,interpro_domains,580062at33208,IPR038749,150.0,,
7165,"GINS subunit, domain A",interpro,IPR021151,interpro_domains,580062at33208,IPR021151,133.0,,
7166,nucleus,GeneOntology,GO:0005634,cellular_component,580062at33208,GO:0005634,159.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
7167,"L: Replication, recombination and repair",text,L,functional_category,580062at33208,,,,
7168,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,580288at33208,,,,
7169,,GeneOntology,GO:0006412,unclassified GO terms,580288at33208,GO:0006412,213.0,False,"GO:0043604,GO:0043603,GO:0019538,GO:0008150,GO:0008152,GO:1901576,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044249,GO:0044238,GO:0044237,GO:0009987,GO:0006412,GO:0043170,GO:0044271,GO:0006807,GO:0006518,GO:0043043,GO:0010467,GO:0034641,GO:0071704"
7170,,GeneOntology,GO:0005840,unclassified GO terms,580288at33208,GO:0005840,213.0,False,"GO:0043229,GO:0043232,GO:0110165,GO:0043226,GO:0005840,GO:0005575,GO:0005622,GO:0043228"
7171,,GeneOntology,GO:0003735,unclassified GO terms,580288at33208,GO:0003735,213.0,False,"GO:0043604,GO:0043603,GO:0043229,GO:0019538,GO:0005198,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044238,GO:0043226,GO:0044237,GO:0005575,GO:0043228,GO:0003674,GO:0043170,GO:0006518,GO:0034641,GO:0008150,GO:0008152,GO:1901576,GO:0043232,GO:0005840,GO:0044249,GO:0110165,GO:0005622,GO:0009987,GO:0006412,GO:0044271,GO:0003735,GO:0006807,GO:0043043,GO:0071704"
7172,Ribosomal protein S8,interpro,IPR000630,interpro_domains,580288at33208,IPR000630,417.0,,
7173,Ribosomal protein S8 superfamily,interpro,IPR035987,interpro_domains,580288at33208,IPR035987,417.0,,
7174,maturation of 5.8S rRNA,GeneOntology,GO:0000460,biological_process,580851at33208,GO:0000460,61.0,False,"GO:0034470,GO:1901360,GO:0042254,GO:0006364,GO:0044238,GO:0044237,GO:0043170,GO:0046483,GO:0044085,GO:0016070,GO:0000460,GO:0016072,GO:0034641,GO:0090304,GO:0008150,GO:0034660,GO:0008152,GO:0022613,GO:0006396,GO:0006139,GO:0009987,GO:0006725,GO:0006807,GO:0010467,GO:0071840,GO:0071704"
7175,nuclear exosome (RNase complex),GeneOntology,GO:0000176,cellular_component,580851at33208,GO:0000176,45.0,False,"GO:1905354,GO:1902494,GO:0043229,GO:0043233,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227,GO:0000178,GO:0000176,GO:0005634,GO:0140513,GO:0070013,GO:0043231,GO:0031981,GO:0032991,GO:0031974"
7176,exosome (RNase complex),GeneOntology,GO:0000178,cellular_component,580851at33208,GO:0000178,44.0,False,"GO:1905354,GO:1902494,GO:0032991,GO:0110165,GO:0005575,GO:0005622,GO:0000178"
7177,nucleus,GeneOntology,GO:0005634,cellular_component,580851at33208,GO:0005634,44.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
7178,nucleolus,GeneOntology,GO:0005730,cellular_component,580851at33208,GO:0005730,43.0,False,"GO:0043229,GO:0043233,GO:0043232,GO:0110165,GO:0005730,GO:0043226,GO:0005575,GO:0043228,GO:0005622,GO:0043227,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
7179,M-phase phosphoprotein 6,interpro,IPR019324,interpro_domains,580851at33208,IPR019324,140.0,,
7180,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",GeneOntology,GO:0000184,biological_process,580896at33208,GO:0000184,139.0,False,"GO:0019439,GO:1901361,GO:1901360,GO:0009057,GO:0009892,GO:0009056,GO:0000956,GO:0044238,GO:0048519,GO:0006402,GO:0044237,GO:0006401,GO:0043170,GO:0046483,GO:0016070,GO:0016071,GO:0000184,GO:0019222,GO:0034641,GO:0090304,GO:0065007,GO:0008150,GO:0060255,GO:0008152,GO:0046700,GO:1901575,GO:0044248,GO:0006139,GO:0009987,GO:0044270,GO:0006725,GO:0010629,GO:0006807,GO:0010605,GO:0010468,GO:0034655,GO:0010467,GO:0071704,GO:0050789"
7181,V: Defense mechanisms,text,V,functional_category,580896at33208,,,,
7182,P: Inorganic ion transport and metabolism,text,P,functional_category,580896at33208,,,,
7183,E: Amino acid transport and metabolism,text,E,functional_category,580896at33208,,,,
7184,Protein SMG9,interpro,IPR039177,interpro_domains,580896at33208,IPR039177,124.0,,
7185,P-loop containing nucleoside triphosphate hydrolase,interpro,IPR027417,interpro_domains,580896at33208,IPR027417,73.0,,
7186,,GeneOntology,GO:0005840,unclassified GO terms,581006at33208,GO:0005840,163.0,False,"GO:0043229,GO:0043232,GO:0110165,GO:0043226,GO:0005840,GO:0005575,GO:0005622,GO:0043228"
7187,,GeneOntology,GO:0003735,unclassified GO terms,581006at33208,GO:0003735,163.0,False,"GO:0043604,GO:0043603,GO:0043229,GO:0019538,GO:0005198,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044238,GO:0043226,GO:0044237,GO:0005575,GO:0043228,GO:0003674,GO:0043170,GO:0006518,GO:0034641,GO:0008150,GO:0008152,GO:1901576,GO:0043232,GO:0005840,GO:0044249,GO:0110165,GO:0005622,GO:0009987,GO:0006412,GO:0044271,GO:0003735,GO:0006807,GO:0043043,GO:0071704"
7188,,GeneOntology,GO:0006412,unclassified GO terms,581006at33208,GO:0006412,163.0,False,"GO:0043604,GO:0043603,GO:0019538,GO:0008150,GO:0008152,GO:1901576,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044249,GO:0044238,GO:0044237,GO:0009987,GO:0006412,GO:0043170,GO:0044271,GO:0006807,GO:0006518,GO:0043043,GO:0010467,GO:0034641,GO:0071704"
7189,"Ribosomal protein L2, domain 2",interpro,IPR014722,interpro_domains,581006at33208,IPR014722,159.0,,
7190,Ribosomal protein L24,interpro,IPR003256,interpro_domains,581006at33208,IPR003256,158.0,,
7191,Translation protein SH3-like domain superfamily,interpro,IPR008991,interpro_domains,581006at33208,IPR008991,157.0,,
7192,"Ribosomal protein L24/L26, conserved site",interpro,IPR005825,interpro_domains,581006at33208,IPR005825,145.0,,
7193,KOW,interpro,IPR005824,interpro_domains,581006at33208,IPR005824,139.0,,
7194,intracellular,GeneOntology,GO:0005622,cellular_component,581006at33208,GO:0005622,92.0,False,"GO:0110165,GO:0005575,GO:0005622"
7195,K: Transcription,text,K,functional_category,581006at33208,,,,
7196,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,581006at33208,,,,
7197,T: Signal transduction mechanisms,text,T,functional_category,581006at33208,,,,
7198,P: Inorganic ion transport and metabolism,text,P,functional_category,581006at33208,,,,
7199,mitochondrion,GeneOntology,GO:0005739,cellular_component,581475at33208,GO:0005739,173.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0005739,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
7200,,GeneOntology,GO:0003735,unclassified GO terms,581475at33208,GO:0003735,159.0,False,"GO:0043604,GO:0043603,GO:0043229,GO:0019538,GO:0005198,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044238,GO:0043226,GO:0044237,GO:0005575,GO:0043228,GO:0003674,GO:0043170,GO:0006518,GO:0034641,GO:0008150,GO:0008152,GO:1901576,GO:0043232,GO:0005840,GO:0044249,GO:0110165,GO:0005622,GO:0009987,GO:0006412,GO:0044271,GO:0003735,GO:0006807,GO:0043043,GO:0071704"
7201,Thioredoxin-like superfamily,interpro,IPR036249,interpro_domains,581475at33208,IPR036249,165.0,,
7202,Ribosomal protein/NADH dehydrogenase domain,interpro,IPR007741,interpro_domains,581475at33208,IPR007741,164.0,,
7203,cytoplasm,GeneOntology,GO:0005737,cellular_component,581543at33208,GO:0005737,2.0,False,"GO:0005737,GO:0110165,GO:0005575,GO:0005622"
7204,nucleus,GeneOntology,GO:0005634,cellular_component,581543at33208,GO:0005634,2.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
7205,,GeneOntology,GO:0003674,unclassified GO terms,581543at33208,GO:0003674,2.0,False,GO:0003674
7206,,GeneOntology,GO:0006355,unclassified GO terms,581543at33208,GO:0006355,2.0,False,"GO:0019219,GO:1901360,GO:1901362,GO:0009059,GO:0051171,GO:0009058,GO:0044238,GO:1903506,GO:0044237,GO:0043170,GO:0046483,GO:0016070,GO:0050794,GO:0018130,GO:0010556,GO:0019222,GO:0034641,GO:0090304,GO:0065007,GO:0008150,GO:2001141,GO:0060255,GO:0006351,GO:0008152,GO:1901576,GO:0006355,GO:0044249,GO:0009889,GO:0006139,GO:0009987,GO:0006725,GO:0044271,GO:0006807,GO:0051252,GO:0010468,GO:0034654,GO:0010467,GO:0032774,GO:0097659,GO:0050789,GO:0031326,GO:0071704,GO:0080090,GO:0031323,GO:0019438"
7207,,GeneOntology,GO:0008150,unclassified GO terms,581543at33208,GO:0008150,2.0,False,GO:0008150
7208,,GeneOntology,GO:0005575,unclassified GO terms,581543at33208,GO:0005575,2.0,False,GO:0005575
7209,,GeneOntology,GO:0006351,unclassified GO terms,581543at33208,GO:0006351,2.0,False,"GO:1901360,GO:1901362,GO:0009059,GO:0009058,GO:0044238,GO:0044237,GO:0043170,GO:0046483,GO:0016070,GO:0018130,GO:0034641,GO:0090304,GO:0008150,GO:0006351,GO:0008152,GO:1901576,GO:0044249,GO:0006139,GO:0009987,GO:0006725,GO:0044271,GO:0006807,GO:0010467,GO:0032774,GO:0034654,GO:0097659,GO:0071704,GO:0019438"
7210,COMM domain-containing protein 10,interpro,IPR037361,interpro_domains,581543at33208,IPR037361,104.0,,
7211,COMM domain,interpro,IPR017920,interpro_domains,581543at33208,IPR017920,102.0,,
7212,"X: Mobilome: prophages, transposons",text,X,functional_category,581547at33208,,,,
7213,V: Defense mechanisms,text,V,functional_category,581547at33208,,,,
7214,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,581547at33208,,,,
7215,actin binding,GeneOntology,GO:0003779,molecular_function,581547at33208,GO:0003779,154.0,False,"GO:0005515,GO:0003779,GO:0005488,GO:0008092,GO:0003674"
7216,Actin-related protein 2/3 complex subunit 3,interpro,IPR007204,interpro_domains,581547at33208,IPR007204,226.0,,
7217,Actin-related protein 2/3 complex subunit 3 superfamily,interpro,IPR036753,interpro_domains,581547at33208,IPR036753,226.0,,
7218,Arp2/3 complex-mediated actin nucleation,GeneOntology,GO:0034314,biological_process,581547at33208,GO:0034314,180.0,False,"GO:0030029,GO:0008150,GO:0007010,GO:0045010,GO:0097435,GO:0016043,GO:0034314,GO:0007015,GO:0071840,GO:0006996,GO:0030036,GO:0009987"
7219,regulation of actin filament polymerization,GeneOntology,GO:0030833,biological_process,581547at33208,GO:0030833,172.0,False,"GO:0032271,GO:0007010,GO:0033043,GO:0022607,GO:0008064,GO:0007015,GO:0110053,GO:0030029,GO:1902903,GO:0044085,GO:0050794,GO:0044087,GO:0051128,GO:0065007,GO:0065008,GO:0008150,GO:0043933,GO:0065003,GO:0008154,GO:0030041,GO:0090066,GO:0043254,GO:0006996,GO:0009987,GO:0030833,GO:0051258,GO:0030832,GO:0032956,GO:0051493,GO:0097435,GO:0016043,GO:0071840,GO:0032970,GO:0032535,GO:0030036,GO:0050789"
7220,Arp2/3 protein complex,GeneOntology,GO:0005885,cellular_component,581547at33208,GO:0005885,180.0,False,"GO:0043229,GO:0005856,GO:0015629,GO:0043232,GO:0032991,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043228,GO:0005885"
7221,cytoskeleton,GeneOntology,GO:0005856,cellular_component,581547at33208,GO:0005856,172.0,False,"GO:0043229,GO:0005856,GO:0043232,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043228"
7222,cytoplasm,GeneOntology,GO:0005737,cellular_component,581547at33208,GO:0005737,154.0,False,"GO:0005737,GO:0110165,GO:0005575,GO:0005622"
7223,,GeneOntology,GO:0005840,unclassified GO terms,581621at33208,GO:0005840,163.0,False,"GO:0043229,GO:0043232,GO:0110165,GO:0043226,GO:0005840,GO:0005575,GO:0005622,GO:0043228"
7224,,GeneOntology,GO:0003735,unclassified GO terms,581621at33208,GO:0003735,163.0,False,"GO:0043604,GO:0043603,GO:0043229,GO:0019538,GO:0005198,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044238,GO:0043226,GO:0044237,GO:0005575,GO:0043228,GO:0003674,GO:0043170,GO:0006518,GO:0034641,GO:0008150,GO:0008152,GO:1901576,GO:0043232,GO:0005840,GO:0044249,GO:0110165,GO:0005622,GO:0009987,GO:0006412,GO:0044271,GO:0003735,GO:0006807,GO:0043043,GO:0071704"
7225,,GeneOntology,GO:0006412,unclassified GO terms,581621at33208,GO:0006412,163.0,False,"GO:0043604,GO:0043603,GO:0019538,GO:0008150,GO:0008152,GO:1901576,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044249,GO:0044238,GO:0044237,GO:0009987,GO:0006412,GO:0043170,GO:0044271,GO:0006807,GO:0006518,GO:0043043,GO:0010467,GO:0034641,GO:0071704"
7226,Ribosomal protein L13 superfamily,interpro,IPR036899,interpro_domains,581621at33208,IPR036899,178.0,,
7227,Ribosomal protein L13,interpro,IPR005822,interpro_domains,581621at33208,IPR005822,178.0,,
7228,"Ribosomal protein L13, eukaryotic/archaeal",interpro,IPR005755,interpro_domains,581621at33208,IPR005755,178.0,,
7229,"Ribosomal protein L13, conserved site",interpro,IPR023563,interpro_domains,581621at33208,IPR023563,159.0,,
7230,large ribosomal subunit,GeneOntology,GO:0015934,cellular_component,581621at33208,GO:0015934,163.0,False,"GO:0044391,GO:0043229,GO:0043232,GO:0032991,GO:0015934,GO:0110165,GO:1990904,GO:0005840,GO:0043226,GO:0005575,GO:0005622,GO:0043228"
